lambda,nr,Kab,Kcar,Kant,Kbrw,Kw,Km
1752,1.335,0,0,0,0,7.179,7.292
1753,1.3349,0,0,0,0,7.235,7.281
1754,1.3348,0,0,0,0,7.274,7.283
1755,1.3347,0,0,0,0,7.339,7.264
1756,1.3346,0,0,0,0,7.414,7.25
1757,1.3345,0,0,0,0,7.481,7.24
1758,1.3344,0,0,0,0,7.536,7.228
1759,1.3343,0,0,0,0,7.594,7.21
1760,1.3342,0,0,0,0,7.669,7.186
1761,1.3341,0,0,0,0,7.734,7.164
1762,1.334,0,0,0,0,7.776,7.143
1763,1.3339,0,0,0,0,7.833,7.114
1764,1.3338,0,0,0,0,7.893,7.101
1765,1.3337,0,0,0,0,7.952,7.069
1766,1.3336,0,0,0,0,8,7.038
1767,1.3335,0,0,0,0,8.045,7.003
1768,1.3334,0,0,0,0,8.103,6.974
1769,1.3333,0,0,0,0,8.155,6.928
1770,1.3332,0,0,0,0,8.205,6.889
1771,1.3331,0,0,0,0,8.241,6.839
1772,1.333,0,0,0,0,8.264,6.793
1773,1.3329,0,0,0,0,8.321,6.764
1774,1.3328,0,0,0,0,8.352,6.729
1775,1.3327,0,0,0,0,8.394,6.694
1776,1.3326,0,0,0,0,8.43,6.661
1777,1.3325,0,0,0,0,8.448,6.613
1778,1.3324,0,0,0,0,8.477,6.572
1779,1.3323,0,0,0,0,8.512,6.546
1780,1.3322,0,0,0,0,8.535,6.522
1781,1.3321,0,0,0,0,8.562,6.507
1782,1.332,0,0,0,0,8.593,6.482
1783,1.332,0,0,0,0,8.618,6.484
1784,1.3319,0,0,0,0,8.64,6.479
1785,1.3318,0,0,0,0,8.67,6.494
1786,1.3317,0,0,0,0,8.689,6.496
1787,1.3316,0,0,0,0,8.72,6.491
1788,1.3316,0,0,0,0,8.738,6.461
1789,1.3315,0,0,0,0,8.755,6.44
1790,1.3314,0,0,0,0,8.777,6.43
1791,1.3313,0,0,0,0,8.778,6.413
1792,1.3312,0,0,0,0,8.778,6.421
1793,1.3311,0,0,0,0,8.794,6.399
1794,1.331,0,0,0,0,8.805,6.379
1795,1.3309,0,0,0,0,8.807,6.365
1796,1.3308,0,0,0,0,8.809,6.372
1797,1.3307,0,0,0,0,8.811,6.346
1798,1.3307,0,0,0,0,8.799,6.321
1799,1.3306,0,0,0,0,8.795,6.31
1800,1.3305,0,0,0,0,8.789,6.314
1801,1.3304,0,0,0,0,8.779,6.282
1802,1.3303,0,0,0,0,8.767,6.277
1803,1.3303,0,0,0,0,8.754,6.27
1804,1.3302,0,0,0,0,8.75,6.258
1805,1.3301,0,0,0,0,8.738,6.242
1806,1.33,0,0,0,0,8.739,6.234
1807,1.3299,0,0,0,0,8.735,6.221
1808,1.3299,0,0,0,0,8.744,6.231
1809,1.3298,0,0,0,0,8.753,6.221
1810,1.3297,0,0,0,0,8.755,6.205
1811,1.3296,0,0,0,0,8.78,6.192
1812,1.3295,0,0,0,0,8.787,6.192
1813,1.3295,0,0,0,0,8.79,6.179
1814,1.3294,0,0,0,0,8.798,6.159
1815,1.3293,0,0,0,0,8.794,6.143
1816,1.3292,0,0,0,0,8.811,6.143
1817,1.3291,0,0,0,0,8.82,6.12
1818,1.3291,0,0,0,0,8.836,6.098
1819,1.329,0,0,0,0,8.845,6.087
1820,1.3289,0,0,0,0,8.854,6.063
1821,1.3288,0,0,0,0,8.858,6.056
1822,1.3287,0,0,0,0,8.868,6.053
1823,1.3287,0,0,0,0,8.869,6.04
1824,1.3286,0,0,0,0,8.884,6.044
1825,1.3285,0,0,0,0,8.888,6.007
1826,1.3284,0,0,0,0,8.9,5.996
1827,1.3283,0,0,0,0,8.922,5.994
1828,1.3283,0,0,0,0,8.951,5.997
1829,1.3282,0,0,0,0,8.973,5.975
1830,1.3281,0,0,0,0,9.01,5.954
1831,1.328,0,0,0,0,9.034,5.946
1832,1.3279,0,0,0,0,9.11,5.927
1833,1.3279,0,0,0,0,9.146,5.914
1834,1.3278,0,0,0,0,9.195,5.89
1835,1.3277,0,0,0,0,9.259,5.873
1836,1.3276,0,0,0,0,9.315,5.832
1837,1.3275,0,0,0,0,9.38,5.794
1838,1.3275,0,0,0,0,9.457,5.768
1839,1.3274,0,0,0,0,9.535,5.728
1840,1.3273,0,0,0,0,9.633,5.681
1841,1.3272,0,0,0,0,9.723,5.68
1842,1.3271,0,0,0,0,9.824,5.655
1843,1.3271,0,0,0,0,9.935,5.648
1844,1.327,0,0,0,0,10.05,5.62
1845,1.3269,0,0,0,0,10.18,5.594
1846,1.3268,0,0,0,0,10.31,5.567
1847,1.3268,0,0,0,0,10.42,5.557
1848,1.3267,0,0,0,0,10.59,5.552
1849,1.3267,0,0,0,0,10.75,5.553
1850,1.3266,0,0,0,0,10.94,5.539
1851,1.3265,0,0,0,0,11.1,5.523
1852,1.3264,0,0,0,0,11.39,5.507
1853,1.3264,0,0,0,0,11.6,5.505
1854,1.3263,0,0,0,0,11.84,5.487
1855,1.3262,0,0,0,0,12.08,5.474
1856,1.3261,0,0,0,0,12.35,5.462
1857,1.3261,0,0,0,0,12.66,5.45
1858,1.326,0,0,0,0,13.01,5.448
1859,1.326,0,0,0,0,13.34,5.441
1860,1.3259,0,0,0,0,13.75,5.44
1861,1.3258,0,0,0,0,14.12,5.442
1862,1.3257,0,0,0,0,14.78,5.449
1863,1.3257,0,0,0,0,15.29,5.466
1864,1.3256,0,0,0,0,15.86,5.461
1865,1.3255,0,0,0,0,16.41,5.452
1866,1.3254,0,0,0,0,17.09,5.445
1867,1.3254,0,0,0,0,17.74,5.412
1868,1.3253,0,0,0,0,18.53,5.379
1869,1.3253,0,0,0,0,19.25,5.28
1870,1.3252,0,0,0,0,20.51,5.228
1871,1.3251,0,0,0,0,21.48,5.199
1872,1.325,0,0,0,0,22.5,5.171
1873,1.325,0,0,0,0,23.67,5.139
1874,1.3249,0,0,0,0,24.83,5.124
1875,1.3248,0,0,0,0,26.22,5.112
1876,1.3247,0,0,0,0,27.51,5.129
1877,1.3247,0,0,0,0,29.72,5.144
1878,1.3246,0,0,0,0,31.44,5.173
1879,1.3246,0,0,0,0,33.17,5.176
1880,1.3245,0,0,0,0,35.04,5.185
1881,1.3244,0,0,0,0,37.25,5.183
1882,1.3243,0,0,0,0,39.27,5.2
1883,1.3243,0,0,0,0,42.69,5.202
1884,1.3242,0,0,0,0,45.3,5.204
1885,1.3241,0,0,0,0,47.89,5.224
1886,1.324,0,0,0,0,50.6,5.244
1887,1.324,0,0,0,0,53.6,5.297
1888,1.3239,0,0,0,0,57.61,5.318
1889,1.3239,0,0,0,0,60.88,5.375
1890,1.3238,0,0,0,0,64.01,5.441
1891,1.3237,0,0,0,0,67.2,5.491
1892,1.3236,0,0,0,0,70.59,5.561
1893,1.3236,0,0,0,0,74.97,5.629
1894,1.3235,0,0,0,0,78.41,5.687
1895,1.3234,0,0,0,0,81.57,5.757
1896,1.3233,0,0,0,0,84.69,5.83
1897,1.3233,0,0,0,0,87.52,5.911
1898,1.3232,0,0,0,0,91.89,5.998
1899,1.3232,0,0,0,0,94.56,6.09
1900,1.3231,0,0,0,0,97.22,6.193
1901,1.323,0,0,0,0,99.95,6.33
1902,1.323,0,0,0,0,103.3,6.449
1903,1.3229,0,0,0,0,105.7,6.581
1904,1.3229,0,0,0,0,107.8,6.71
1905,1.3228,0,0,0,0,109.7,6.838
1906,1.3227,0,0,0,0,112.3,6.97
1907,1.3227,0,0,0,0,114,7.107
1908,1.3226,0,0,0,0,115.7,7.238
1909,1.3226,0,0,0,0,117.1,7.388
1910,1.3225,0,0,0,0,119,7.506
1911,1.3224,0,0,0,0,120.3,7.635
1912,1.3224,0,0,0,0,121.5,7.767
1913,1.3223,0,0,0,0,122.6,7.874
1914,1.3223,0,0,0,0,124,7.977
1915,1.3222,0,0,0,0,124.8,8.071
1916,1.3221,0,0,0,0,125.7,8.15
1917,1.322,0,0,0,0,126.5,8.22
1918,1.322,0,0,0,0,127.5,8.292
1919,1.3219,0,0,0,0,128.1,8.35
1920,1.3218,0,0,0,0,128.6,8.449
1921,1.3217,0,0,0,0,129.2,8.521
1922,1.3217,0,0,0,0,129.6,8.583
1923,1.3216,0,0,0,0,129.9,8.666
1924,1.3216,0,0,0,0,130.3,8.723
1925,1.3215,0,0,0,0,130.4,8.759
1926,1.3214,0,0,0,0,130.6,8.821
1927,1.3213,0,0,0,0,130.6,8.864
1928,1.3213,0,0,0,0,130.6,8.909
1929,1.3212,0,0,0,0,130.5,8.941
1930,1.3211,0,0,0,0,130.4,8.949
1931,1.321,0,0,0,0,130.1,8.955
1932,1.321,0,0,0,0,129.9,8.983
1933,1.3209,0,0,0,0,129.6,9.022
1934,1.3209,0,0,0,0,129.1,9.043
1935,1.3208,0,0,0,0,128.7,9.044
1936,1.3207,0,0,0,0,128.2,9.028
1937,1.3206,0,0,0,0,127.5,9.034
1938,1.3206,0,0,0,0,127,9.052
1939,1.3205,0,0,0,0,126.4,9.048
1940,1.3204,0,0,0,0,125.6,9.041
1941,1.3203,0,0,0,0,124.9,9.037
1942,1.3203,0,0,0,0,124.2,9.036
1943,1.3202,0,0,0,0,123.2,9.035
1944,1.3202,0,0,0,0,122.4,9.021
1945,1.3201,0,0,0,0,121.6,9.016
1946,1.32,0,0,0,0,120.6,9.008
1947,1.32,0,0,0,0,119.7,8.97
1948,1.3199,0,0,0,0,119,8.974
1949,1.3199,0,0,0,0,117.8,8.953
1950,1.3198,0,0,0,0,117,8.957
1951,1.3197,0,0,0,0,115.7,8.937
1952,1.3197,0,0,0,0,114.9,8.923
1953,1.3196,0,0,0,0,114,8.912
1954,1.3196,0,0,0,0,112.8,8.895
1955,1.3195,0,0,0,0,111.8,8.891
1956,1.3194,0,0,0,0,111,8.88
1957,1.3193,0,0,0,0,109.7,8.867
1958,1.3193,0,0,0,0,108.8,8.855
1959,1.3192,0,0,0,0,107.6,8.852
1960,1.3191,0,0,0,0,106.6,8.861
1961,1.319,0,0,0,0,105.8,8.864
1962,1.319,0,0,0,0,104.4,8.876
1963,1.3189,0,0,0,0,103.6,8.869
1964,1.3189,0,0,0,0,102.3,8.872
1965,1.3188,0,0,0,0,101.4,8.855
1966,1.3187,0,0,0,0,100.5,8.828
1967,1.3186,0,0,0,0,99.28,8.839
1968,1.3186,0,0,0,0,98.31,8.855
1969,1.3185,0,0,0,0,97.11,8.856
1970,1.3184,0,0,0,0,96.31,8.833
1971,1.3183,0,0,0,0,94.88,8.842
1972,1.3183,0,0,0,0,94.12,8.843
1973,1.3182,0,0,0,0,93.41,8.83
1974,1.3182,0,0,0,0,92.06,8.808
1975,1.3181,0,0,0,0,91.21,8.818
1976,1.318,0,0,0,0,90.09,8.807
1977,1.3179,0,0,0,0,89.29,8.797
1978,1.3179,0,0,0,0,88.04,8.794
1979,1.3178,0,0,0,0,87.25,8.791
1980,1.3177,0,0,0,0,86.11,8.795
1981,1.3176,0,0,0,0,85.32,8.771
1982,1.3175,0,0,0,0,84.6,8.754
1983,1.3175,0,0,0,0,83.36,8.759
1984,1.3174,0,0,0,0,82.62,8.76
1985,1.3173,0,0,0,0,81.51,8.746
1986,1.3172,0,0,0,0,80.76,8.762
1987,1.3171,0,0,0,0,79.73,8.778
1988,1.3171,0,0,0,0,79.04,8.79
1989,1.317,0,0,0,0,78,8.795
1990,1.3169,0,0,0,0,77.23,8.811
1991,1.3168,0,0,0,0,76.28,8.848
1992,1.3167,0,0,0,0,75.57,8.874
1993,1.3167,0,0,0,0,74.63,8.885
1994,1.3166,0,0,0,0,73.92,8.913
1995,1.3165,0,0,0,0,72.98,8.944
1996,1.3164,0,0,0,0,72.34,8.98
1997,1.3163,0,0,0,0,71.41,8.988
1998,1.3163,0,0,0,0,70.82,9.001
1999,1.3162,0,0,0,0,69.86,9.034
2000,1.3161,0,0,0,0,69.24,9.076
2001,1.316,0,0,0,0,68.65,9.111
2002,1.3159,0,0,0,0,67.79,9.141
2003,1.3159,0,0,0,0,66.88,9.171
2004,1.3158,0,0,0,0,66.34,9.214
2005,1.3157,0,0,0,0,65.48,9.255
2006,1.3156,0,0,0,0,64.9,9.303
2007,1.3155,0,0,0,0,64.12,9.356
2008,1.3154,0,0,0,0,63.58,9.406
2009,1.3153,0,0,0,0,62.81,9.448
2010,1.3152,0,0,0,0,62.32,9.516
2011,1.3151,0,0,0,0,61.56,9.578
2012,1.315,0,0,0,0,61.05,9.638
2013,1.315,0,0,0,0,60.29,9.692
2014,1.3149,0,0,0,0,59.8,9.763
2015,1.3148,0,0,0,0,59.07,9.845
2016,1.3147,0,0,0,0,58.57,9.953
2017,1.3146,0,0,0,0,57.88,10.04
2018,1.3146,0,0,0,0,57.46,10.14
2019,1.3145,0,0,0,0,56.8,10.27
2020,1.3144,0,0,0,0,56.32,10.39
2021,1.3143,0,0,0,0,55.66,10.52
2022,1.3142,0,0,0,0,55.03,10.63
2023,1.3141,0,0,0,0,54.63,10.77
2024,1.314,0,0,0,0,53.98,10.91
2025,1.3139,0,0,0,0,53.56,11.03
2026,1.3138,0,0,0,0,52.94,11.19
2027,1.3137,0,0,0,0,52.56,11.35
2028,1.3136,0,0,0,0,51.97,11.5
2029,1.3135,0,0,0,0,51.38,11.65
2030,1.3134,0,0,0,0,50.98,11.81
2031,1.3133,0,0,0,0,50.47,12.01
2032,1.3132,0,0,0,0,50.06,12.17
2033,1.3131,0,0,0,0,49.51,12.34
2034,1.313,0,0,0,0,49.15,12.51
2035,1.3129,0,0,0,0,48.6,12.69
2036,1.3128,0,0,0,0,48.06,12.87
2037,1.3127,0,0,0,0,47.73,13.07
2038,1.3126,0,0,0,0,47.18,13.25
2039,1.3125,0,0,0,0,46.85,13.46
2040,1.3124,0,0,0,0,46.35,13.64
2041,1.3123,0,0,0,0,45.84,13.84
2042,1.3122,0,0,0,0,45.53,14.03
2043,1.3121,0,0,0,0,45.03,14.23
2044,1.312,0,0,0,0,44.73,14.41
2045,1.3119,0,0,0,0,44.26,14.61
2046,1.3118,0,0,0,0,43.79,14.81
2047,1.3117,0,0,0,0,43.48,14.99
2048,1.3116,0,0,0,0,43.02,15.17
2049,1.3115,0,0,0,0,42.73,15.34
2050,1.3114,0,0,0,0,42.28,15.54
2051,1.3113,0,0,0,0,41.86,15.71
2052,1.3112,0,0,0,0,41.55,15.91
2053,1.311,0,0,0,0,41.15,16.07
2054,1.3109,0,0,0,0,40.72,16.22
2055,1.3108,0,0,0,0,40.46,16.37
2056,1.3107,0,0,0,0,40.02,16.53
2057,1.3106,0,0,0,0,39.75,16.67
2058,1.3105,0,0,0,0,39.34,16.78
2059,1.3104,0,0,0,0,38.94,16.9
2060,1.3103,0,0,0,0,38.68,16.98
2061,1.3102,0,0,0,0,38.27,17.08
2062,1.3101,0,0,0,0,37.9,17.18
2063,1.3099,0,0,0,0,37.62,17.25
2064,1.3098,0,0,0,0,37.26,17.34
2065,1.3097,0,0,0,0,36.87,17.39
2066,1.3096,0,0,0,0,36.64,17.48
2067,1.3095,0,0,0,0,36.28,17.55
2068,1.3094,0,0,0,0,35.92,17.61
2069,1.3093,0,0,0,0,35.68,17.67
2070,1.3092,0,0,0,0,35.36,17.71
2071,1.3091,0,0,0,0,34.99,17.77
2072,1.309,0,0,0,0,34.79,17.83
2073,1.3088,0,0,0,0,34.47,17.87
2074,1.3087,0,0,0,0,34.13,17.94
2075,1.3086,0,0,0,0,33.92,17.95
2076,1.3085,0,0,0,0,33.63,17.99
2077,1.3084,0,0,0,0,33.29,18.05
2078,1.3082,0,0,0,0,33.09,18.09
2079,1.3081,0,0,0,0,32.8,18.13
2080,1.308,0,0,0,0,32.51,18.2
2081,1.3079,0,0,0,0,32.31,18.27
2082,1.3078,0,0,0,0,32,18.3
2083,1.3076,0,0,0,0,31.72,18.35
2084,1.3075,0,0,0,0,31.54,18.41
2085,1.3074,0,0,0,0,31.27,18.46
2086,1.3073,0,0,0,0,30.97,18.52
2087,1.3072,0,0,0,0,30.71,18.56
2088,1.307,0,0,0,0,30.52,18.61
2089,1.3069,0,0,0,0,30.25,18.66
2090,1.3068,0,0,0,0,29.99,18.71
2091,1.3067,0,0,0,0,29.8,18.76
2092,1.3066,0,0,0,0,29.58,18.81
2093,1.3064,0,0,0,0,29.29,18.85
2094,1.3063,0,0,0,0,29.06,18.9
2095,1.3062,0,0,0,0,28.88,18.96
2096,1.3061,0,0,0,0,28.65,19.03
2097,1.306,0,0,0,0,28.4,19.07
2098,1.3059,0,0,0,0,28.22,19.11
2099,1.3058,0,0,0,0,27.99,19.16
2100,1.3057,0,0,0,0,27.76,19.21
2101,1.3056,0,0,0,0,27.51,19.27
2102,1.3055,0,0,0,0,27.37,19.29
2103,1.3053,0,0,0,0,27.13,19.32
2104,1.3052,0,0,0,0,26.92,19.35
2105,1.3051,0,0,0,0,26.71,19.36
2106,1.305,0,0,0,0,26.57,19.4
2107,1.3049,0,0,0,0,26.37,19.43
2108,1.3047,0,0,0,0,26.17,19.47
2109,1.3046,0,0,0,0,25.97,19.51
2110,1.3045,0,0,0,0,25.84,19.53
2111,1.3044,0,0,0,0,25.65,19.56
2112,1.3043,0,0,0,0,25.47,19.6
2113,1.3041,0,0,0,0,25.28,19.61
2114,1.304,0,0,0,0,25.18,19.62
2115,1.3039,0,0,0,0,25.01,19.66
2116,1.3038,0,0,0,0,24.85,19.66
2117,1.3037,0,0,0,0,24.66,19.69
2118,1.3035,0,0,0,0,24.55,19.7
2119,1.3034,0,0,0,0,24.38,19.72
2120,1.3033,0,0,0,0,24.2,19.74
2121,1.3032,0,0,0,0,24.01,19.74
2122,1.3031,0,0,0,0,23.86,19.76
2123,1.3029,0,0,0,0,23.74,19.78
2124,1.3028,0,0,0,0,23.58,19.79
2125,1.3027,0,0,0,0,23.42,19.82
2126,1.3026,0,0,0,0,23.28,19.82
2127,1.3025,0,0,0,0,23.18,19.83
2128,1.3023,0,0,0,0,23.04,19.86
2129,1.3022,0,0,0,0,22.89,19.88
2130,1.3021,0,0,0,0,22.75,19.89
2131,1.302,0,0,0,0,22.62,19.89
2132,1.3019,0,0,0,0,22.52,19.93
2133,1.3017,0,0,0,0,22.39,19.93
2134,1.3016,0,0,0,0,22.27,19.97
2135,1.3015,0,0,0,0,22.14,20.01
2136,1.3014,0,0,0,0,22.02,20.01
2137,1.3013,0,0,0,0,21.94,20.04
2138,1.3011,0,0,0,0,21.83,20.07
2139,1.301,0,0,0,0,21.72,20.11
2140,1.3009,0,0,0,0,21.62,20.13
2141,1.3008,0,0,0,0,21.5,20.15
2142,1.3007,0,0,0,0,21.4,20.17
2143,1.3005,0,0,0,0,21.33,20.19
2144,1.3004,0,0,0,0,21.23,20.22
2145,1.3003,0,0,0,0,21.12,20.23
2146,1.3002,0,0,0,0,21.02,20.23
2147,1.3001,0,0,0,0,20.91,20.26
2148,1.2999,0,0,0,0,20.85,20.27
2149,1.2998,0,0,0,0,20.77,20.29
2150,1.2997,0,0,0,0,20.67,20.28
2151,1.2996,0,0,0,0,20.58,20.27
2152,1.2995,0,0,0,0,20.49,20.29
2153,1.2993,0,0,0,0,20.4,20.29
2154,1.2992,0,0,0,0,20.33,20.31
2155,1.2991,0,0,0,0,20.27,20.29
2156,1.299,0,0,0,0,20.18,20.26
2157,1.2989,0,0,0,0,20.1,20.3
2158,1.2987,0,0,0,0,20.02,20.3
2159,1.2986,0,0,0,0,19.95,20.3
2160,1.2985,0,0,0,0,19.87,20.3
2161,1.2984,0,0,0,0,19.83,20.31
2162,1.2983,0,0,0,0,19.76,20.29
2163,1.2981,0,0,0,0,19.69,20.29
2164,1.298,0,0,0,0,19.63,20.26
2165,1.2979,0,0,0,0,19.58,20.25
2166,1.2978,0,0,0,0,19.52,20.23
2167,1.2977,0,0,0,0,19.46,20.2
2168,1.2975,0,0,0,0,19.42,20.16
2169,1.2974,0,0,0,0,19.38,20.15
2170,1.2973,0,0,0,0,19.33,20.12
2171,1.2972,0,0,0,0,19.28,20.09
2172,1.297,0,0,0,0,19.23,20.07
2173,1.2969,0,0,0,0,19.18,20.03
2174,1.2967,0,0,0,0,19.13,19.98
2175,1.2966,0,0,0,0,19.09,19.95
2176,1.2965,0,0,0,0,19.04,19.91
2177,1.2964,0,0,0,0,19,19.86
2178,1.2962,0,0,0,0,18.96,19.8
2179,1.2961,0,0,0,0,18.89,19.75
2180,1.296,0,0,0,0,18.84,19.69
2181,1.2959,0,0,0,0,18.8,19.64
2182,1.2958,0,0,0,0,18.74,19.59
2183,1.2957,0,0,0,0,18.7,19.53
2184,1.2956,0,0,0,0,18.66,19.47
2185,1.2955,0,0,0,0,18.6,19.41
2186,1.2954,0,0,0,0,18.56,19.36
2187,1.2953,0,0,0,0,18.52,19.31
2188,1.2951,0,0,0,0,18.49,19.22
2189,1.295,0,0,0,0,18.45,19.18
2190,1.2949,0,0,0,0,18.43,19.12
2191,1.2948,0,0,0,0,18.39,19.05
2192,1.2947,0,0,0,0,18.37,18.99
2193,1.2945,0,0,0,0,18.37,18.9
2194,1.2944,0,0,0,0,18.38,18.85
2195,1.2943,0,0,0,0,18.37,18.81
2196,1.2942,0,0,0,0,18.36,18.74
2197,1.2941,0,0,0,0,18.35,18.67
2198,1.2939,0,0,0,0,18.35,18.61
2199,1.2938,0,0,0,0,18.35,18.58
2200,1.2937,0,0,0,0,18.34,18.52
2201,1.2936,0,0,0,0,18.33,18.46
2202,1.2935,0,0,0,0,18.33,18.4
2203,1.2933,0,0,0,0,18.33,18.34
2204,1.2932,0,0,0,0,18.34,18.29
2205,1.2931,0,0,0,0,18.33,18.24
2206,1.293,0,0,0,0,18.34,18.18
2207,1.2928,0,0,0,0,18.34,18.13
2208,1.2927,0,0,0,0,18.32,18.07
2209,1.2925,0,0,0,0,18.31,18.03
2210,1.2924,0,0,0,0,18.29,17.98
2211,1.2923,0,0,0,0,18.28,17.92
2212,1.2922,0,0,0,0,18.28,17.87
2213,1.292,0,0,0,0,18.29,17.82
2214,1.2919,0,0,0,0,18.29,17.8
2215,1.2918,0,0,0,0,18.3,17.75
2216,1.2917,0,0,0,0,18.32,17.73
2217,1.2916,0,0,0,0,18.35,17.68
2218,1.2914,0,0,0,0,18.36,17.68
2219,1.2913,0,0,0,0,18.37,17.66
2220,1.2912,0,0,0,0,18.37,17.63
2221,1.2911,0,0,0,0,18.38,17.62
2222,1.291,0,0,0,0,18.37,17.63
2223,1.2908,0,0,0,0,18.4,17.64
2224,1.2907,0,0,0,0,18.42,17.64
2225,1.2906,0,0,0,0,18.43,17.66
2226,1.2905,0,0,0,0,18.46,17.7
2227,1.2904,0,0,0,0,18.49,17.74
2228,1.2902,0,0,0,0,18.51,17.79
2229,1.2901,0,0,0,0,18.54,17.86
2230,1.29,0,0,0,0,18.57,17.95
2231,1.2899,0,0,0,0,18.58,18.03
2232,1.2898,0,0,0,0,18.6,18.14
2233,1.2896,0,0,0,0,18.64,18.25
2234,1.2895,0,0,0,0,18.65,18.36
2235,1.2894,0,0,0,0,18.67,18.51
2236,1.2893,0,0,0,0,18.7,18.66
2237,1.2892,0,0,0,0,18.75,18.81
2238,1.289,0,0,0,0,18.79,18.95
2239,1.2889,0,0,0,0,18.83,19.13
2240,1.2888,0,0,0,0,18.88,19.31
2241,1.2887,0,0,0,0,18.93,19.51
2242,1.2886,0,0,0,0,18.97,19.72
2243,1.2884,0,0,0,0,19.03,19.94
2244,1.2883,0,0,0,0,19.08,20.17
2245,1.2882,0,0,0,0,19.13,20.4
2246,1.2881,0,0,0,0,19.19,20.65
2247,1.288,0,0,0,0,19.24,20.89
2248,1.2878,0,0,0,0,19.29,21.14
2249,1.2877,0,0,0,0,19.34,21.4
2250,1.2876,0,0,0,0,19.4,21.63
2251,1.2875,0,0,0,0,19.46,21.86
2252,1.2874,0,0,0,0,19.51,22.1
2253,1.2873,0,0,0,0,19.61,22.36
2254,1.2872,0,0,0,0,19.66,22.62
2255,1.2871,0,0,0,0,19.73,22.9
2256,1.287,0,0,0,0,19.8,23.13
2257,1.2869,0,0,0,0,19.85,23.39
2258,1.2867,0,0,0,0,19.91,23.61
2259,1.2866,0,0,0,0,19.97,23.86
2260,1.2865,0,0,0,0,20.04,24.1
2261,1.2864,0,0,0,0,20.13,24.34
2262,1.2863,0,0,0,0,20.2,24.55
2263,1.2862,0,0,0,0,20.27,24.79
2264,1.2861,0,0,0,0,20.38,24.99
2265,1.286,0,0,0,0,20.46,25.21
2266,1.2859,0,0,0,0,20.54,25.41
2267,1.2858,0,0,0,0,20.62,25.62
2268,1.2856,0,0,0,0,20.71,25.83
2269,1.2855,0,0,0,0,20.79,26.05
2270,1.2854,0,0,0,0,20.87,26.26
2271,1.2853,0,0,0,0,20.94,26.43
2272,1.2852,0,0,0,0,21.03,26.57
2273,1.285,0,0,0,0,21.11,26.74
2274,1.2849,0,0,0,0,21.26,26.88
2275,1.2848,0,0,0,0,21.35,27.01
2276,1.2847,0,0,0,0,21.45,27.18
2277,1.2846,0,0,0,0,21.53,27.32
2278,1.2845,0,0,0,0,21.64,27.42
2279,1.2844,0,0,0,0,21.74,27.54
2280,1.2843,0,0,0,0,21.83,27.63
2281,1.2842,0,0,0,0,21.92,27.77
2282,1.2841,0,0,0,0,22.02,27.94
2283,1.284,0,0,0,0,22.12,28.04
2284,1.2839,0,0,0,0,22.23,28.21
2285,1.2838,0,0,0,0,22.34,28.36
2286,1.2837,0,0,0,0,22.45,28.5
2287,1.2836,0,0,0,0,22.64,28.63
2288,1.2834,0,0,0,0,22.76,28.78
2289,1.2833,0,0,0,0,22.87,28.96
2290,1.2832,0,0,0,0,23.01,29.13
2291,1.2831,0,0,0,0,23.13,29.22
2292,1.283,0,0,0,0,23.27,29.37
2293,1.2829,0,0,0,0,23.38,29.47
2294,1.2828,0,0,0,0,23.51,29.6
2295,1.2827,0,0,0,0,23.63,29.7
2296,1.2826,0,0,0,0,23.77,29.82
2297,1.2825,0,0,0,0,23.85,29.97
2298,1.2824,0,0,0,0,24.09,30.06
2299,1.2823,0,0,0,0,24.18,30.18
2300,1.2822,0,0,0,0,24.33,30.28
2301,1.2821,0,0,0,0,24.44,30.4
2302,1.282,0,0,0,0,24.59,30.53
2303,1.2818,0,0,0,0,24.7,30.6
2304,1.2817,0,0,0,0,24.85,30.66
2305,1.2816,0,0,0,0,24.95,30.7
2306,1.2815,0,0,0,0,25.23,30.76
2307,1.2814,0,0,0,0,25.34,30.78
2308,1.2813,0,0,0,0,25.49,30.75
2309,1.2812,0,0,0,0,25.64,30.74
2310,1.2811,0,0,0,0,25.79,30.72
2311,1.281,0,0,0,0,25.92,30.65
2312,1.2809,0,0,0,0,26.11,30.58
2313,1.2808,0,0,0,0,26.23,30.51
2314,1.2807,0,0,0,0,26.53,30.45
2315,1.2806,0,0,0,0,26.64,30.34
2316,1.2805,0,0,0,0,26.81,30.29
2317,1.2804,0,0,0,0,26.95,30.23
2318,1.2803,0,0,0,0,27.12,30.15
2319,1.2802,0,0,0,0,27.27,30.04
2320,1.2801,0,0,0,0,27.44,30
2321,1.28,0,0,0,0,27.56,29.98
2322,1.2799,0,0,0,0,27.89,29.91
2323,1.2799,0,0,0,0,28.02,29.86
2324,1.2798,0,0,0,0,28.19,29.84
2325,1.2797,0,0,0,0,28.38,29.81
2326,1.2796,0,0,0,0,28.55,29.76
2327,1.2795,0,0,0,0,28.69,29.73
2328,1.2795,0,0,0,0,29.03,29.76
2329,1.2794,0,0,0,0,29.16,29.77
2330,1.2793,0,0,0,0,29.34,29.79
2331,1.2792,0,0,0,0,29.51,29.81
2332,1.2791,0,0,0,0,29.69,29.85
2333,1.2791,0,0,0,0,29.88,29.89
2334,1.279,0,0,0,0,30.02,29.99
2335,1.2789,0,0,0,0,30.38,30
2336,1.2788,0,0,0,0,30.54,30.05
